Trial,letras,letra_pregunta,posicion,respuesta,tiempo_rta
1,"['X', 'Z', 'N', 'M', 'B', 'R', 'P']",B,5,1,2.287497043609619
2,"['C', 'P', 'F', 'X', 'T', 'Y', 'D']",Y,6,1,0.8801231384277344
3,"['F', 'Q', 'D', 'P', 'B', 'Z', 'N']",X,4,2,1.5567550659179688
4,"['C', 'B', 'W', 'P', 'K', 'Y', 'J']",P,4,1,1.3736751079559326
5,"['W', 'F', 'R', 'P', 'M', 'H', 'L']",F,2,1,1.5507099628448486
6,"['N', 'M', 'D', 'R', 'H', 'B', 'L']",D,3,1,2.007452964782715
7,"['Z', 'J', 'R', 'D', 'H', 'V', 'C']",R,3,1,1.9356119632720947
8,"['L', 'Z', 'P', 'R', 'W', 'X', 'D']",L,1,1,1.2092680931091309
9,"['Y', 'M', 'H', 'G', 'N', 'F', 'R']",F,6,1,1.0713369846343994
10,"['C', 'Z', 'V', 'G', 'F', 'J', 'B']",Z,2,0,2.028376817703247
11,"['W', 'N', 'G', 'M', 'C', 'Z', 'Q']",M,4,0,1.5064799785614014
12,"['Q', 'F', 'H', 'Y', 'S', 'J', 'T']",Y,4,0,2.958171844482422
13,"['F', 'V', 'S', 'H', 'W', 'N', 'G']",M,4,2,1.678307056427002
14,"['M', 'P', 'T', 'K', 'G', 'W', 'J']",Q,4,2,1.4105401039123535
15,"['Y', 'X', 'B', 'D', 'W', 'Q', 'T']",J,4,2,4.065134048461914
16,"['D', 'F', 'Q', 'L', 'C', 'W', 'R']",X,4,2,0.9815890789031982
17,"['J', 'V', 'M', 'L', 'T', 'C', 'Z']",J,1,1,1.6379010677337646
18,"['G', 'X', 'W', 'B', 'Z', 'M', 'P']",P,7,1,2.4922380447387695
19,"['S', 'V', 'C', 'X', 'Y', 'P', 'N']",Y,5,1,1.2631301879882812
20,"['W', 'H', 'J', 'X', 'N', 'V', 'L']",Z,4,2,1.5715830326080322
21,"['R', 'L', 'K', 'Q', 'B', 'V', 'C']",R,1,1,1.5011849403381348
22,"['V', 'W', 'F', 'D', 'G', 'X', 'Z']",Z,7,1,2.520503044128418
23,"['P', 'C', 'N', 'K', 'Q', 'F', 'V']",S,4,3,1.1782629489898682
24,"['D', 'R', 'B', 'L', 'P', 'F', 'Y']",T,4,3,2.0507609844207764
25,"['S', 'Q', 'J', 'D', 'W', 'L', 'N']",X,4,2,0.9516401290893555
26,"['M', 'L', 'B', 'J', 'Z', 'G', 'R']",R,7,1,1.7373590469360352
27,"['T', 'W', 'D', 'Z', 'F', 'C', 'G']",D,3,1,1.1477770805358887
28,"['B', 'S', 'L', 'D', 'Q', 'F', 'J']",F,6,1,1.0132031440734863
29,"['C', 'W', 'Q', 'L', 'T', 'N', 'F']",W,2,1,1.390211820602417
30,"['W', 'F', 'S', 'Y', 'Z', 'G', 'D']",Z,5,1,0.9968209266662598
